game_id,start_time,league_name,home_team,away_team,home_score,away_score,status
261543,2025-10-22T23:00:00.000Z,nba,Knicks,Cavaliers,119,111,complete
261642,2025-10-22T23:00:00.000Z,nba,Magic,Heat,125,121,complete
261643,2025-10-22T23:00:00.000Z,nba,Hornets,Nets,136,117,complete
261644,2025-10-22T23:30:00.000Z,nba,Celtics,76ers,116,117,complete
261645,2025-10-22T23:30:00.000Z,nba,Hawks,Raptors,118,138,complete
261646,2025-10-23T00:00:00.000Z,nba,Bulls,Pistons,115,111,complete
261647,2025-10-23T00:00:00.000Z,nba,Bucks,Wizards,133,120,complete
261648,2025-10-23T00:00:00.000Z,nba,Grizzlies,Pelicans,128,122,complete
261649,2025-10-23T01:00:00.000Z,nba,Jazz,Clippers,129,108,complete
261544,2025-10-23T01:30:00.000Z,nba,Mavericks,Spurs,92,125,complete
261650,2025-10-23T02:00:00.000Z,nba,Suns,Kings,120,116,complete
261651,2025-10-23T02:00:00.000Z,nba,Trail Blazers,Timberwolves,114,118,complete
261541,2025-10-21T23:30:00.000Z,nba,Thunder,Rockets,125,124,complete
261542,2025-10-22T02:00:00.000Z,nba,Lakers,Warriors,109,119,complete
261653,2025-10-24T22:30:00.000Z,nba,Raptors,Bucks,116,122,complete
261652,2025-10-24T23:00:00.000Z,nba,Magic,Hawks,107,111,complete
261547,2025-10-24T23:30:00.000Z,nba,Knicks,Celtics,105,95,complete
261654,2025-10-24T23:30:00.000Z,nba,Nets,Cavaliers,124,131,complete
261655,2025-10-25T00:00:00.000Z,nba,Grizzlies,Heat,114,146,complete
261656,2025-10-25T00:00:00.000Z,nba,Rockets,Pistons,111,115,complete
261657,2025-10-25T00:00:00.000Z,nba,Pelicans,Spurs,116,120,complete
261658,2025-10-25T00:30:00.000Z,nba,Mavericks,Wizards,107,117,complete
261548,2025-10-25T02:00:00.000Z,nba,Lakers,Timberwolves,128,110,complete
261659,2025-10-25T02:00:00.000Z,nba,Trail Blazers,Warriors,139,119,complete
261660,2025-10-25T02:00:00.000Z,nba,Kings,Jazz,105,104,complete
261661,2025-10-25T02:30:00.000Z,nba,Clippers,Suns,129,102,complete
261545,2025-10-23T23:30:00.000Z,nba,Pacers,Thunder,135,141,complete
261546,2025-10-24T02:00:00.000Z,nba,Warriors,Nuggets,137,131,complete
261667,2025-10-26T18:00:00.000Z,nba,Spurs,Nets,118,107,complete
261668,2025-10-26T19:30:00.000Z,nba,Pistons,Celtics,119,113,complete
261669,2025-10-26T22:00:00.000Z,nba,Wizards,Hornets,113,139,complete
261670,2025-10-26T22:00:00.000Z,nba,Heat,Knicks,115,107,complete
261671,2025-10-26T22:00:00.000Z,nba,Cavaliers,Bucks,118,113,complete
261672,2025-10-26T23:00:00.000Z,nba,Timberwolves,Pacers,114,110,complete
261673,2025-10-26T23:30:00.000Z,nba,Mavericks,Raptors,139,129,complete
261674,2025-10-27T01:00:00.000Z,nba,Clippers,Trail Blazers,114,107,complete
261675,2025-10-27T01:00:00.000Z,nba,Kings,Lakers,120,127,complete
261549,2025-10-27T23:00:00.000Z,nba,Pistons,Cavaliers,95,116,complete
261676,2025-10-27T23:00:00.000Z,nba,76ers,Magic,136,124,complete
261677,2025-10-28T00:00:00.000Z,nba,Bulls,Hawks,128,123,complete
261678,2025-10-28T00:00:00.000Z,nba,Rockets,Nets,137,109,complete
261679,2025-10-28T00:00:00.000Z,nba,Pelicans,Celtics,90,122,complete
261680,2025-10-28T00:00:00.000Z,nba,Spurs,Raptors,121,103,complete
261681,2025-10-28T00:30:00.000Z,nba,Mavericks,Thunder,94,101,complete
261682,2025-10-28T01:00:00.000Z,nba,Jazz,Suns,138,134,complete
261550,2025-10-28T01:30:00.000Z,nba,Timberwolves,Nuggets,114,127,complete
261683,2025-10-28T02:00:00.000Z,nba,Warriors,Grizzlies,131,118,complete
261684,2025-10-28T02:30:00.000Z,nba,Lakers,Trail Blazers,108,122,complete
261685,2025-10-28T23:00:00.000Z,nba,Wizards,76ers,134,139,complete
261686,2025-10-28T23:30:00.000Z,nba,Heat,Hornets,144,117,complete
261687,2025-10-29T00:00:00.000Z,nba,Bucks,Knicks,121,111,complete
261688,2025-10-29T00:00:00.000Z,nba,Thunder,Kings,107,101,complete
261689,2025-10-29T03:00:00.000Z,nba,Warriors,Clippers,98,79,complete
261692,2025-10-29T22:30:00.000Z,nba,Raptors,Rockets,121,139,complete
261690,2025-10-29T23:00:00.000Z,nba,Celtics,Cavaliers,125,105,complete
261691,2025-10-29T23:00:00.000Z,nba,Pistons,Magic,135,116,complete
261693,2025-10-29T23:30:00.000Z,nba,Nets,Hawks,112,117,complete
261694,2025-10-30T00:00:00.000Z,nba,Bulls,Kings,126,113,complete
261695,2025-10-30T00:30:00.000Z,nba,Mavericks,Pacers,107,105,complete
261696,2025-10-30T01:00:00.000Z,nba,Nuggets,Pelicans,122,88,complete
261697,2025-10-30T01:00:00.000Z,nba,Jazz,Trail Blazers,134,136,complete
261698,2025-10-30T01:30:00.000Z,nba,Timberwolves,Lakers,115,116,complete
